DATE,PARTY NAME,BILL,ITEM,MAKE,QTY,RATE,TOTAL,PARTY,EX RATE,TOTAL,BROK.TIME,OTHER NOTI.,PAY DATE
05-07-2021,ASHOKA BRG ENTERPRISE,1844,snh 511+h 311,skf,1,1601.04,1601.04,KOHINOOR BRGS,,0,MARCH,,
20-09-2021,ASHOKA BRG ENTERPRISE,4363,UCF 209,SKF,38,1089.15,41387.7,KOHINOOR BRGS,,0,MARCH,,
20-09-2021,ASHOKA BRG ENTERPRISE,2454,UCFL 206,SKF,10,754.72,7547.2,KOHINOOR BRGS,,0,MARCH,,
09-07-2021,ASHOKA BRG ENTERPRISE,1969,,SIBCO,1,1715.4,1715.4,KOHINOOR BRGS,,0,MARCH,,
20-07-2021,ASHOKA BRG ENTERPRISE,2278,,skf/loy,1,4293.24,4293.24,KOHINOOR BRGS,26,26,MARCH,,
20-09-2021,ASHOKA BRG ENTERPRISE,4372,UCFL 206,SKF,18,754.72,13584.96,KOHINOOR BRGS,,0,MARCH,,
20-09-2021,ASHOKA BRG ENTERPRISE,SALE,UCFL 206,SKF,2,754.72,1509.44,GAUTTAM ENT.,,0,MARCH,,
20-09-2021,ASHOKA BRG ENTERPRISE,SALE,UCF 208,SKF,4,1030.85,4123.4,GAUTTAM ENT.,,,MARCH,,
20-09-2021,ASHOKA BRG ENTERPRISE,SALE,UCFL 208,SKF,4,946.05,3784.2,GAUTTAM ENT.,,0,MARCH,,
30-09-2021,ASHOKA BRG ENTERPRISE,SALE,UCF 207,SKF,4,823.62,3294.48,GAUTTAM ENT.,,0,MARCH,,
17-11-2021,ASHOKA BRG ENTERPRISE,SALE,7319 BECBM,SKF,1,33888.6,33888.6,N M SALES AG,,0,MARCH,,
07-12-2021,ASHOKA BRG ENTERPRISE,3586,UCF 210,SKF,22,1319.76,29034.72,KOHINOOR BRGS,,0,MARCH,,
11-10-2021,ASHOKA BRG ENTERPRISE,5134,6307/8 Z,SKS,1,13870.08,13870.08,GAUTTAM ENT.,,,MARCH,,
09-11-2021,ASHOKA BRG ENTERPRISE,SALE,SW 190,LOY-JOY,8,1821.04,14568.32,KOHINOOR BRGS,,0,MARCH,,
08-12-2021,ASHOKA BRG ENTERPRISE,2585,UCF 210,SKF,40,1319.76,52790.4,KOHINOOR BRGS,,0,MARCH,,
13-12-2021,ASHOKA BRG ENTERPRISE,SALE,UCFL 206,SKF,15,830.51,12457.65,KOHINOOR BRGS,,0,MARCH,,
15-12-2021,ASHOKA BRG ENTERPRISE,7376,UCP 208,SKF,2,1074.24,2148.48,KOHINOOR BRGS,,0,MARCH,,
20-12-2021,ASHOKA BRG ENTERPRISE,7555,,SKF,1,24509.32,24509.32,KOHINOOR BRGS,,0,MARCH,,
31-12-2021,ASHOKA BRG ENTERPRISE,7986,,SKF,2,6800,13600,RUSHBH ENT.,200,400,MARCH,,
31-12-2021,ASHOKA BRG ENTERPRISE,7986,,SKF,1,9667.35,9667.35,RUSHBH ENT.,306.9,306.9,MARCH,153.45,
17-01-2022,ASHOKA BRG ENTERPRISE,SALE,16012,SKF,2,1891.2,3782.4,KOHINOOR BRGS,,0,MARCH,,
05-02-2022,ASHOKA BRG ENTERPRISE,5136,4202 ATN 9,SKF,15,1259.84,18897.6,KOHINOOR BRGS,,0,MARCH,,
07-02-2022,ASHOKA BRG ENTERPRISE,3696,4202 ATN9,SKF,4,1219.2,4876.8,KOHINOOR BRGS,,0,MARCH,,
10-03-2022,ASHOKA BRG ENTERPRISE,10566,PHC 10B -1X10FTI,SKF,2,1171.2,2342.4,GAUTTAM ENT.,,0,MARCH,,
02-04-2021,ATUL CORP,SALE,6004 ZZ/6016 2RS,FAG,1,3932,3932,N M SALES AG,,0,MARCH,,
26-05-2021,ATUL CORP,SALE,6204 ZZ B,FAG,552,85,46920,N M SALES AG,1,552,MARCH,,
27-05-2021,ATUL CORP,SALE,6204 ZZ B,FAG,552,85,46920,N M SALES AG,1,552,MARCH,,
05-06-2021,ATUL CORP,SALE,6204 ZZ B,FAG,1380,85,117300,N M SALES AG,1,1380,MARCH,,
01-07-2021,ATUL CORP,928,6207 ZZC3 B,FAG,90,195,17550,KOHINOOR BRGS,,0,MARCH,,
01-07-2021,ATUL CORP,929,6005 ZZ,FAG,66,123,8118,N M SALES AG,,0,MARCH,,
05-07-2021,ATUL CORP,964,6004 ZZ,FAG,50,97,4850,N M SALES AG,,0,MARCH,,
22-12-2021,ATUL CORP,2736,6006 ZZ,FAG,100,132,13200,N M SALES AG,,0,MARCH,,
18-01-2022,ATUL CORP,SALE,22218 C3 B,FAG,13,3982.66,51774.58,GAUTTAM ENT.,,0,MARCH,,
08-02-2022,ATUL CORP,3194,6006 Z,FAG,55,132,7260,N M SALES AG,,0,MARCH,,
01-03-2022,ATUL CORP,3415,6204 2RS C3,FAG,132,134,17688,KOHINOOR BRGS,,0,MARCH,,
08-03-2022,ATUL CORP,2475,6006 ZZ,FAG,37,134,4958,N M SALES AG,5,185,MARCH,,
12-07-2021,ATUL CORP ,1049,6004 ZZ,FAG,1,2970,2970,KOHINOOR BRGS,,0,MARCH,,
16-07-2021,ATUL CORP ,1104,6313 ZZ,FAG,2,1340,2680,KOHINOOR BRGS,,0,MARCH,,
03-08-2021,ATUL CORP ,SALE,6207 ZZC3 B,FAG,90,195,17550,KOHINOOR BRGS,,0,MARCH,,
17-08-2021,ATUL CORP ,SALE,6207 ZZ C3,FAG,90,195,17550,KOHINOOR BRGS,,0,MARCH,,
02-09-2021,ATUL CORP ,1621,6207 ZZ C3 B,FAG,90,195,17550,KOHINOOR BRGS,,0,MARCH,,
14-09-2021,ATUL CORP ,1728,6207 ZZ C3,FAG,270,195,52650,KOHINOOR BRGS,,0,MARCH,,
28-12-2021,BBMC,1201,51105,FAG,2,300,600,KOHINOOR BRGS,,0,MARCH,,
28-12-2021,BBMC,1201,51106,FAG,2,340,680,KOHINOOR BRGS,,0,MARCH,,
20-09-2021,BEREWELL TRADERS,SALE,6011,NTN,2,500,1000,GAUTTAM ENT.,,0,MARCH,,
08-10-2021,BEREWELL TRADERS,5273,2316 K,NTN,1,7200,7200,KOHINOOR BRGS,,0,MARCH,,
16-11-2021,BEREWELL TRADERS,SALE,2316 K,NTN,2,7300,14600,VIKAS TRADING CO,,0,MARCH,,
27-12-2021,BEREWELL TRADERS,,6008 ZZ,NTT,6,265,1590,VIRAJ ENTER.,,0,MARCH,,
10-01-2022,BEREWELL TRADERS,SALE,6208 2RS,NTN,8,350,2800,KOHINOOR BRGS,,0,MARCH,,
17-02-2022,BEREWELL TRADERS,SALE,6901 ZZ,NTN,20,115,2300,GAUTTAM ENT.,,0,MARCH,,
01-03-2022,BEREWELL TRADERS,SALE,6904 ZZ,NTN,4,185,740,GAUTTAM ENT.,,0,MARCH,,
01-07-2021,BHARTI ENTERPRISE,613,51118,BCI,5,279,1395,KOHINOOR BRGS,,0,MARCH,,
01-09-2021,BHARTI ENTERPRISE,SALE,51105,KSK,14,35,490,KOHINOOR BRGS,,0,MARCH,,
13-09-2021,BHARTI ENTERPRISE,SALE,51104,KSK,20,23,460,KOHINOOR BRGS,,0,MARCH,,
27-09-2021,BHARTI ENTERPRISE,SALE,51220,BCI,2,813,1626,KOHINOOR BRGS,,0,MARCH,,
30-09-2021,BHARTI ENTERPRISE,SALE,51105,CHINA,10,30,300,KOHINOOR BRGS,,0,MARCH,,
05-10-2021,BHARTI ENTERPRISE,SALE,51105,CME,20,30,600,KOHINOOR BRGS,,0,MARCH,,
05-10-2021,BHARTI ENTERPRISE,SALE,51104,KSK,20,22,440,KOHINOOR BRGS,,0,MARCH,,
05-10-2021,BHARTI ENTERPRISE,SALE,51106,CME,10,35,350,KOHINOOR BRGS,,0,MARCH,,
05-10-2021,BHARTI ENTERPRISE,SALE,51307,KSK,5,135,675,KOHINOOR BRGS,,0,MARCH,,
14-10-2021,BHARTI ENTERPRISE,SALE,0-14,KSK,18,110,1980,KOHINOOR BRGS,,0,MARCH,,
15-11-2021,BHARTI ENTERPRISE,SALE,51205,KSK,10,48,480,KOHINOOR BRGS,,0,MARCH,,
14-01-2022,BHARTI ENTERPRISE,SALE,51316,KSK,1,375,375,KOHINOOR BRGS,,0,MARCH,,
14-01-2022,BHARTI ENTERPRISE,SALE,51312,KSK,1,650,650,KOHINOOR BRGS,,0,MARCH,,
14-01-2022,BHARTI ENTERPRISE,SALE,51205,KSK,20,45,900,KOHINOOR BRGS,,0,MARCH,,
10-02-2022,BHARTI ENTERPRISE,SALE,30212,ZBN,2,260,520,KOHINOOR BRGS,,0,MARCH,,
19-02-2022,BHARTI ENTERPRISE,2683,51111,BCI,15,143.4,2151,KOHINOOR BRGS,,0,MARCH,,
01-03-2022,BHARTI ENTERPRISE,SALE,51307,KSK,20,135,2700,KOHINOOR BRGS,,0,MARCH,,
01-10-2021,BMT CORP,SALE,NA 4900 2RS,IKO,6,400,2400,GAUTTAM ENT.,,0,MARCH,,
07-10-2021,BMT CORP,SALE,NKI45/20,IKO,2,630,1260,GAUTTAM ENT.,,0,MARCH,,
20-10-2021,BMT CORP,SALE,CF 24-1 BUUR,IKO,2,1650,3300,GAUTTAM ENT.,,0,MARCH,,
30-11-2021,BMT CORP,SALE,RNA 4904,IKO,22,275,6050,GAUTTAM ENT.,,0,MARCH,,
21-12-2021,BMT CORP,303,NK 110/40,IKO,4,3575,14300,KOHINOOR BRGS,200,800,MARCH,,
21-12-2021,BMT CORP,SALE,LM 25,IKO,4,700,2800,KOHINOOR BRGS,,0,MARCH,,
31-12-2021,BMT CORP,SALE,RNA 4909,IKO,6,475,2850,GAUTTAM ENT.,,0,MARCH,153.45,
07-01-2022,BMT CORP,SALE,BA 24/16,IKO,16,190,3040,GAUTTAM ENT.,,0,MARCH,,
27-01-2022,BMT CORP,SALE,GE 80 ES,IKO,2,2625,5250,GAUTTAM ENT.,,0,MARCH,,
12-03-2022,BMT CORP,SALE,NA 4915,WBT,2,580,1160,GAUTTAM ENT.,,0,MARCH,,
12-03-2022,BMT CORP,SALE,NA 4916,WBT,2,675,1350,GAUTTAM ENT.,,0,MARCH,,
13-11-2021,CHETANKUMAR & BROS,SALE,NUTR 15,INA,6,1000,6000,GAUTTAM ENT.,,0,MARCH,,
15-01-2022,CHETANKUMAR & BROS,SALE,HF 20/16,INA,50,295,14750,GAUTTAM ENT.,,0,MARCH,,
22-01-2022,CHETANKUMAR & BROS,SALE,LR5204 ZZ,INA,10,1600,16000,GAUTTAM ENT.,,0,MARCH,,
08-10-2021,CIR CLIP ENGGINERS,SALE,A 75,CIR-CLIP,200,13.25,0,N M SALES AG,2.65,530,MARCH,,
22-10-2021,CIR CLIP ENGGINERS,SALE,A 75,CIR-CLIP,200,13.25,0,N M SALES AG,2.65,530,MARCH,,
22-10-2021,CIR CLIP ENGGINERS,SALE,B 47,CIR-CLIP,1500,2.5,0,N M SALES AG,0.5,750,MARCH,,
09-11-2021,CIR CLIP ENGGINERS,SALE,A 75,CIR-CLIP,400,13.25,0,N M SALES AG,2.65,1060,MARCH,,
09-11-2021,CIR CLIP ENGGINERS,SALE,B 47,CIR-CLIP,1500,2.5,0,N M SALES AG,0.5,750,MARCH,,
08-12-2021,CIR CLIP ENGGINERS,SALE,B 47,CIR-CLIP,1500,2.5,0,N M SALES AG,0.5,750,MARCH,,
08-12-2021,CIR CLIP ENGGINERS,SALE,B 52,CIR-CLIP,200,3.75,0,N M SALES AG,0.75,150,MARCH,,
07-01-2022,CIR CLIP ENGGINERS,1173,B 52,CIR-CLIP,200,3.75,0,N M SALES AG,0.75,150,MARCH,,
17-01-2022,CIR CLIP ENGGINERS,1173,A 75,CIR-CLIP,200,13.25,0,N M SALES AG,2.65,530,MARCH,,
17-01-2022,CIR CLIP ENGGINERS,1173,B 52,CIR-CLIP,200,3.75,0,N M SALES AG,0.75,150,MARCH,,
31-01-2022,CIR CLIP ENGGINERS,1173,A 75,CIR-CLIP,200,13.25,0,N M SALES AG,2.65,530,MARCH,,
31-01-2022,CIR CLIP ENGGINERS,1173,B 47,CIR-CLIP,1000,2.5,0,N M SALES AG,0.5,500,MARCH,,
31-01-2022,CIR CLIP ENGGINERS,1173,B 52,CIR-CLIP,200,3.75,0,N M SALES AG,0.75,150,MARCH,,
11-02-2022,CIR CLIP ENGGINERS,SALE,A 75,CIR-CLIP,400,13.25,0,N M SALES AG,2.65,1060,MARCH,,
11-02-2022,CIR CLIP ENGGINERS,SALE,B 47,CIR-CLIP,1500,2.5,0,N M SALES AG,0.5,750,MARCH,,
11-02-2022,CIR CLIP ENGGINERS,SALE,B 52,CIR-CLIP,200,3.75,0,N M SALES AG,0.75,150,MARCH,,
26-02-2022,CIR CLIP ENGGINERS,SALE,A 75,CIR-CLIP,300,13.25,0,N M SALES AG,2.65,795,MARCH,,
26-02-2022,CIR CLIP ENGGINERS,SALE,B 47,CIR-CLIP,2000,2.5,0,N M SALES AG,0.5,1000,MARCH,,
25-03-2022,CIR CLIP ENGGINERS,SALE,B 52,CIR-CLIP,300,3.75,0,N M SALES AG,0.75,225,MARCH,,
19-04-2021,D K ENTERPRISE,RECD,33208,SKF,20,1630,32600,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,D K ENTERPRISE,RECD,23026 CC WW,SKF,1,20286,20286,N M SALES AG,343,343,MARCH,,
16-07-2021,D K ENTERPRISE,SALE,6012 ZZ,SKF,4,1088,4352,KOHINOOR BRGS,,0,MARCH,,
19-07-2021,D K ENTERPRISE,SALE,NJ2308 ECP C3,SKF,2,3825,7650,N M SALES AG,,0,MARCH,,
18-08-2021,D K ENTERPRISE,SALE,7308 BEP,SKF,1,1708.5,1708.5,KOHINOOR BRGS,34,34,MARCH,,
19-08-2021,D K ENTERPRISE,SALE,6218,SKF,1,3447,3447,KOHINOOR BRGS,,0,MARCH,,
24-08-2021,D K ENTERPRISE,SALE,7214 BEP,SKF,1,3299,3299,KOHINOOR BRGS,138,138,MARCH,,
15-12-2021,D K ENTERPRISE,3649,22314,SKF,1,8500,8500,KOHINOOR BRGS,250,250,MARCH,,
27-05-2021,DEEPAK C J ,SALE,6812 2RS,NTN,2,950,1900,GAUTTAM ENT.,,0,MARCH,,
08-06-2021,DEEPAK C J ,SALE,6801 ZZ,NTN,20,120,2400,GAUTTAM ENT.,,0,MARCH,,
14-06-2021,DEEPAK C J ,SALE,6910 ZZ,NTN,10,400,4000,GAUTTAM ENT.,,0,MARCH,,
07-07-2021,DEEPAK C J ,SALE,6814,NTN,2,1100,2200,GAUTTAM ENT.,,0,MARCH,,
07-07-2021,DEEPAK C J ,SALE,6909 ZZ,NTN,7,350,2450,GAUTTAM ENT.,,0,MARCH,,
12-07-2021,DEEPAK C J ,SALE,6814,NTN,4,1100,4400,GAUTTAM ENT.,,0,MARCH,,
12-07-2021,DEEPAK C J ,SALE,6814,NTN,2,1100,2200,GAUTTAM ENT.,,0,MARCH,,
16-07-2021,DEEPAK C J ,SALE,6868,CNZ,1,9750,9750,GAUTTAM ENT.,,0,MARCH,,
19-07-2021,DEEPAK C J ,546,61856,CNZ,1,6300,6300,N M SALES AG,,0,MARCH,,
23-07-2021,DEEPAK C J ,X,6813,NTN,1,750,750,KOHINOOR BRGS,,0,MARCH,,
27-07-2021,DEEPAK C J ,SALE,6910 2RS,NTN,10,500,5000,KOHINOOR BRGS,,0,MARCH,,
29-07-2021,DEEPAK C J ,SALE,6910 ZZ,NTN,6,400,2400,GAUTTAM ENT.,,0,MARCH,,
02-08-2021,DEEPAK C J ,SALE,6901 ZZ,NTN,16,110,1760,GAUTTAM ENT.,,0,MARCH,,
17-08-2021,DEEPAK C J ,SALE,6900 ZZ,NTN,100,105,10500,GAUTTAM ENT.,,0,MARCH,,
20-08-2021,DEEPAK C J ,SALE,6910 2RS,NTN,6,500,3000,KOHINOOR BRGS,,0,MARCH,,
04-10-2021,DEEPAK C J ,SALE,6910 2RS,NTN,15,500,7500,KOHINOOR BRGS,,0,MARCH,,
15-11-2021,DEEPAK C J ,SALE,6804 ZZ,NTN,10,215,2150,KOHINOOR BRGS,,0,MARCH,,
18-11-2021,DEEPAK C J ,SALE,6200 2RS SS,CNZ,78,130,10140,GAUTTAM ENT.,,0,MARCH,,
16-12-2021,DEEPAK C J ,SALE,6901 ZZ,NTN,14,100,1400,GAUTTAM ENT.,,0,MARCH,,
16-12-2021,DEEPAK C J ,SALE,6905 ZZ,NTN,10,150,1500,GAUTTAM ENT.,,0,MARCH,,
16-12-2021,DEEPAK C J ,SALE,6805 ZZ,NTN,5,180,900,GAUTTAM ENT.,,0,MARCH,,
16-12-2021,DEEPAK C J ,SALE,6902 ZZ ,NTN,10,105,1050,GAUTTAM ENT.,,0,MARCH,,
16-12-2021,DEEPAK C J ,SALE,6903 ZZ,NTN,10,135,1350,GAUTTAM ENT.,,0,MARCH,,
23-12-2021,DEEPAK C J ,SALE,6901 ZZ,NTN,6,100,600,GAUTTAM ENT.,,0,MARCH,,
23-12-2021,DEEPAK C J ,SALE,6908 2RS,NTN,4,300,1200,GAUTTAM ENT.,,0,MARCH,,
23-12-2021,DEEPAK C J ,SALE,6902 2RS,NTN,2,110,220,GAUTTAM ENT.,,0,MARCH,,
27-12-2021,DEEPAK C J ,SALE,6900 ZZ,NTN,30,110,3300,GAUTTAM ENT.,,0,MARCH,,
01-01-2022,DEEPAK C J ,SALE,6908 ZZ,NTN,4,300,1200,KOHINOOR BRGS,,0,MARCH,,
01-01-2022,DEEPAK C J ,SALE,6914,NTN,2,1100,2200,GAUTTAM ENT.,,0,MARCH,,
03-01-2022,DEEPAK C J ,SALE,6948 M,CNZ,2,6500,13000,GAUTTAM ENT.,,0,MARCH,,
10-01-2022,DEEPAK C J ,SALE,6804 ZZ,NTN,4,225,900,GAUTTAM ENT.,,0,MARCH,,
10-01-2022,DEEPAK C J ,SALE,6808 ZZ,NTN,2,300,600,GAUTTAM ENT.,,0,MARCH,,
10-01-2022,DEEPAK C J ,SALE,6901 ZZ,NTN,5,110,550,GAUTTAM ENT.,,0,MARCH,,
10-01-2022,DEEPAK C J ,SALE,6900 ZZ,NTN,5,110,550,GAUTTAM ENT.,,0,MARCH,,
14-01-2022,DEEPAK C J ,SALE,6002 ZZ,CNZ,24,150,3600,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,DEEPAK C J ,SALE,6805 ZZ,NTN,3,185,555,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,DEEPAK C J ,SALE,6806 ZZ,NTN,2,225,450,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,DEEPAK C J ,SALE,6906 ZZ,NTN,2,200,400,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,DEEPAK C J ,SALE,6900 ZZ,NTN,5,110,550,GAUTTAM ENT.,,0,MARCH,,
18-01-2022,DEEPAK C J ,SALE,6806 ZZ,NTN,6,225,1350,GAUTTAM ENT.,,0,MARCH,,
18-01-2022,DEEPAK C J ,SALE,6808 ZZ,NTN,3,300,900,GAUTTAM ENT.,,0,MARCH,,
18-01-2022,DEEPAK C J ,SALE,6805 ZZ,NTN,4,185,740,GAUTTAM ENT.,,0,MARCH,,
21-01-2022,DEEPAK C J ,SALE,H 7007  C 2RZ P4,CNZ,2,2800,5600,GAUTTAM ENT.,,0,MARCH,,
07-02-2022,DEEPAK C J ,SALE,6914 ZZ,NTN,2,1150,2300,GAUTTAM ENT.,,0,MARCH,,
21-02-2022,DEEPAK C J ,SALE,6909 ZZ,NTN,4,350,1400,GAUTTAM ENT.,,0,MARCH,,
21-02-2022,DEEPAK C J ,SALE,6902 ZZ,NTN,6,110,660,GAUTTAM ENT.,,0,MARCH,,
01-03-2022,DEEPAK C J ,SALE,6814 ZZ,NTN,2,1300,2600,GAUTTAM ENT.,,0,MARCH,,
12-10-2021,HINDPALJI,1489,22216 EK,SKF,4,5800,23200,KOHINOOR BRGS,100,400,MARCH,,
30-10-2021,HINDPALJI,SALE,6204 ZZ,SKF,360,80,28800,KOHINOOR BRGS,1,360,MARCH,,
13-11-2021,HINDPALJI,SALE,6203 ZZ B,SKF,301,58.5,17608.5,KOHINOOR BRGS,2.5,752.5,MARCH,,
17-12-2021,HINDPALJI,SALE,6205 ZZ B,SKF,90,98,8820,KOHINOOR BRGS,,0,MARCH,,
09-11-2021,HINDPALJI,1705/AE,,FAG,1,6214,6214,KOHINOOR BRGS,,0,MARCH,,
22-12-2021,HINDPALJI,2140,6205 ZZ B,SKF,90,98,8820,N M SALES AG,,0,MARCH,,
17-11-2021,HINDPALJI,SALE,6007 ZZ,FAG,50,170,8500,N M SALES AG,,0,MARCH,,
18-11-2021,HINDPALJI,SALE,6007 ZZ,FAG,40,170.5,6820,N M SALES AG,,0,MARCH,,
24-11-2021,HINDPALJI,SALE,6204 2RS C3,FAG,66,127,8382,GAUTTAM ENT.,,0,MARCH,,
30-11-2021,HINDPALJI,1924,6210 ZZ,FAG,8,312.13,2497.04,N M SALES AG,,0,MARCH,,
07-12-2021,HINDPALJI,3122,6006 2RS,FAG,35,148.47,5196.45,KOHINOOR BRGS,,0,MARCH,,
27-12-2021,HINDPALJI,SALE,6208 ZZ,SKF,24,280,6720,KOHINOOR BRGS,,0,MARCH,,
21-12-2021,HINDPALJI,2123,6204 2RS C3,FAG,132,115,15180,KOHINOOR BRGS,,0,MARCH,,
27-12-2021,HINDPALJI,SALE,6204 ZZ ,SKF,360,79,28440,N M SALES AG,2,720,MARCH,,
27-12-2021,HINDPALJI,,6002 ZZ,SKF,6,70,420,VIRAJ ENTER.,,0,MARCH,,
27-12-2021,HINDPALJI,,608 ZZ,SKF,10,74,740,VIRAJ ENTER.,,0,MARCH,,
28-12-2021,HINDPALJI,SALE,6216 zz,skf,1,2709,2709,N M SALES AG,,0,MARCH,,
28-12-2021,HINDPALJI,SALE,608 2rs,skf,30,94,2820,N M SALES AG,,0,MARCH,,
29-12-2021,HINDPALJI,SALE,6204 ZZ ,SKF,240,79,18960,N M SALES AG,2,480,MARCH,,
04-02-2022,HINDPALJI,SALE,6015 ZZ,SKF,2,2004,4008,KOHINOOR BRGS,,0,MARCH,,
11-02-2022,HINDPALJI,2724,608/ 2RS,SKF,30,95,2850,N M SALES AG,,0,MARCH,,
25-01-2022,HINDPALJI,2581,6007 ZZ,FAG,60,171.99,10319.4,N M SALES AG,,0,MARCH,,
28-01-2022,HINDPALJI,SALE,6207 ZZ,FAG,40,220.5,8820,N M SALES AG,,0,MARCH,,
25-02-2022,HINDPALJI,SALE,6208 ZZ,SKF,24,275,6600,KOHINOOR BRGS,,0,MARCH,,
08-02-2022,HINDPALJI,4145/N,6005ZZ/6008 ZZ,FAG,1,8224.65,8224.65,KOHINOOR BRGS,,0,MARCH,,
26-02-2022,HINDPALJI,SALE,6305 ZZ B,SKF,60,160,9600,KOHINOOR BRGS,5,300,MARCH,,
28-02-2022,HINDPALJI,SALE,22308 K,FAG,2,2071.43,4142.86,GAUTTAM ENT.,,0,MARCH,,
02-03-2022,HINDPALJI,4527,6207 ZZ,FAG,20,220.5,4410,N M SALES AG,,0,MARCH,,
14-03-2022,HINDPALJI,4708,6207 ZZ,FAG,30,220.5,6615,N M SALES AG,,0,MARCH,,
15-03-2022,HINDPALJI,4735,22212K,FAG,2,2146.99,4293.98,KOHINOOR BRGS,,0,MARCH,,
25-05-2021,INDO ENGG CORP,X,63003 2RS,FAG,2,400,800,KOHINOOR BRGS,,0,MARCH,,
26-07-2021,INDO ENGG CORP,1822,23132 K M,FAG,1,18797,18797,KOHINOOR BRGS,,0,MARCH,,
27-09-2021,INDO ENGG CORP,SALE,29415,FAG,2,18000,36000,GAUTTAM ENT.,,0,MARCH,,
19-02-2022,INDO ENGG CORP,SALE,QJ 215 N2MPAC4 F59,FAG,2,9200,18400,GAUTTAM ENT.,,0,MARCH,,
14-03-2022,INDO ENGG CORP,5779,23132 K,FAG,6,19790.58,118743.48,KOHINOOR BRGS,,0,MARCH,,
03-04-2021,J INDUSTRIAL P LTD,142,MB 38,J&J,22,356,7832,KOHINOOR BRGS,,0,MARCH,,
